,time,max,min,close
184,2023-03-01 03:04:00,23331.38,23310.5,23329.67
185,2023-03-01 03:05:00,23331.36,23322.96,23326.76
186,2023-03-01 03:06:00,23349.0,23326.01,23347.17
187,2023-03-01 03:07:00,23372.51,23345.66,23352.72
188,2023-03-01 03:08:00,23356.75,23333.5,23339.9
189,2023-03-01 03:09:00,23344.76,23317.78,23324.23
190,2023-03-01 03:10:00,23331.17,23305.97,23307.28
191,2023-03-01 03:11:00,23318.38,23305.97,23314.33
192,2023-03-01 03:12:00,23331.99,23314.28,23321.22
193,2023-03-01 03:13:00,23387.0,23316.73,23381.61
194,2023-03-01 03:14:00,23444.0,23373.76,23436.97
195,2023-03-01 03:15:00,23480.2,23435.04,23462.19
196,2023-03-01 03:16:00,23489.95,23452.43,23456.66
197,2023-03-01 03:17:00,23489.95,23454.3,23477.17
198,2023-03-01 03:18:00,23498.0,23469.58,23481.37
199,2023-03-01 03:19:00,23484.54,23409.48,23418.87
200,2023-03-01 03:20:00,23449.14,23413.69,23441.91
201,2023-03-01 03:21:00,23448.2,23401.11,23402.02
202,2023-03-01 03:22:00,23421.52,23386.84,23418.92
203,2023-03-01 03:23:00,23436.22,23411.99,23431.57
204,2023-03-01 03:24:00,23453.07,23414.39,23427.81
205,2023-03-01 03:25:00,23451.34,23408.93,23443.45
206,2023-03-01 03:26:00,23467.65,23438.33,23453.02
207,2023-03-01 03:27:00,23460.3,23440.85,23457.71
208,2023-03-01 03:28:00,23462.8,23435.15,23437.47
209,2023-03-01 03:29:00,23437.99,23414.72,23421.87
210,2023-03-01 03:30:00,23449.7,23420.86,23448.3
211,2023-03-01 03:31:00,23461.99,23447.51,23457.67
212,2023-03-01 03:32:00,23477.93,23457.68,23464.36
213,2023-03-01 03:33:00,23479.3,23452.21,23456.06
214,2023-03-01 03:34:00,23470.0,23455.02,23467.12
215,2023-03-01 03:35:00,23486.35,23464.57,23485.94
216,2023-03-01 03:36:00,23489.0,23478.28,23482.9
217,2023-03-01 03:37:00,23485.73,23479.36,23483.52
218,2023-03-01 03:38:00,23485.0,23457.31,23459.02
219,2023-03-01 03:39:00,23470.0,23451.2,23453.11
220,2023-03-01 03:40:00,23455.05,23443.0,23451.1
221,2023-03-01 03:41:00,23467.55,23449.13,23463.97
222,2023-03-01 03:42:00,23472.22,23456.51,23470.15
223,2023-03-01 03:43:00,23485.58,23462.98,23480.52
224,2023-03-01 03:44:00,23487.1,23471.49,23472.27
225,2023-03-01 03:45:00,23488.0,23455.6,23457.67
226,2023-03-01 03:46:00,23463.46,23450.11,23452.23
227,2023-03-01 03:47:00,23464.42,23450.01,23455.0
228,2023-03-01 03:48:00,23465.02,23452.04,23459.24
229,2023-03-01 03:49:00,23460.16,23418.09,23431.42
230,2023-03-01 03:50:00,23444.48,23420.15,23428.45
231,2023-03-01 03:51:00,23434.52,23421.47,23424.08
232,2023-03-01 03:52:00,23430.63,23424.08,23427.07
233,2023-03-01 03:53:00,23428.98,23403.67,23410.06
234,2023-03-01 03:54:00,23429.8,23410.06,23417.48
235,2023-03-01 03:55:00,23432.8,23417.48,23428.3
236,2023-03-01 03:56:00,23435.9,23426.88,23427.94
237,2023-03-01 03:57:00,23438.41,23426.21,23431.08
238,2023-03-01 03:58:00,23440.54,23423.79,23438.43
239,2023-03-01 03:59:00,23448.28,23436.32,23441.14
240,2023-03-01 04:00:00,23451.66,23437.29,23451.1
241,2023-03-01 04:01:00,23456.28,23447.53,23452.32
242,2023-03-01 04:02:00,23456.5,23438.0,23438.51
243,2023-03-01 04:03:00,23440.2,23433.07,23433.48
244,2023-03-01 04:04:00,23440.43,23432.28,23434.76
245,2023-03-01 04:05:00,23442.4,23430.63,23442.19
246,2023-03-01 04:06:00,23442.33,23432.97,23433.97
247,2023-03-01 04:07:00,23444.71,23432.97,23440.79
248,2023-03-01 04:08:00,23443.81,23432.97,23434.16
249,2023-03-01 04:09:00,23437.59,23432.01,23433.24
250,2023-03-01 04:10:00,23445.05,23433.25,23436.8
251,2023-03-01 04:11:00,23440.72,23430.01,23430.9
252,2023-03-01 04:12:00,23439.03,23430.9,23432.83
253,2023-03-01 04:13:00,23438.39,23430.02,23431.99
254,2023-03-01 04:14:00,23432.48,23425.44,23431.39
255,2023-03-01 04:15:00,23445.43,23428.88,23444.37
256,2023-03-01 04:16:00,23462.4,23443.27,23462.19
257,2023-03-01 04:17:00,23474.41,23454.8,23457.27
258,2023-03-01 04:18:00,23465.7,23440.81,23441.4
259,2023-03-01 04:19:00,23447.78,23438.69,23443.39
260,2023-03-01 04:20:00,23456.57,23442.56,23455.11
261,2023-03-01 04:21:00,23471.7,23454.28,23465.36
262,2023-03-01 04:22:00,23478.75,23464.45,23471.0
263,2023-03-01 04:23:00,23481.52,23450.16,23451.7
264,2023-03-01 04:24:00,23471.16,23449.38,23469.87
265,2023-03-01 04:25:00,23472.71,23457.74,23459.48
266,2023-03-01 04:26:00,23471.83,23458.54,23466.5
267,2023-03-01 04:27:00,23473.34,23465.93,23469.38
268,2023-03-01 04:28:00,23485.43,23469.22,23480.99
269,2023-03-01 04:29:00,23482.79,23464.0,23468.05
270,2023-03-01 04:30:00,23486.16,23466.57,23480.76
271,2023-03-01 04:31:00,23500.0,23479.93,23483.5
272,2023-03-01 04:32:00,23487.67,23472.73,23480.45
273,2023-03-01 04:33:00,23486.97,23470.09,23471.11
274,2023-03-01 04:34:00,23479.86,23470.09,23478.97
275,2023-03-01 04:35:00,23487.93,23476.77,23483.98
276,2023-03-01 04:36:00,23489.96,23480.27,23487.08
277,2023-03-01 04:37:00,23519.0,23487.0,23508.68
278,2023-03-01 04:38:00,23529.97,23497.09,23511.24
279,2023-03-01 04:39:00,23526.39,23493.66,23502.0
280,2023-03-01 04:40:00,23528.39,23500.6,23515.38
281,2023-03-01 04:41:00,23517.6,23509.27,23512.09
282,2023-03-01 04:42:00,23527.79,23506.26,23513.02
283,2023-03-01 04:43:00,23520.98,23494.03,23497.05
284,2023-03-01 04:44:00,23513.91,23486.04,23491.64
285,2023-03-01 04:45:00,23522.37,23490.56,23520.55
286,2023-03-01 04:46:00,23575.27,23519.31,23558.3
287,2023-03-01 04:47:00,23578.0,23547.21,23570.86
288,2023-03-01 04:48:00,23598.98,23561.81,23595.0
289,2023-03-01 04:49:00,23748.94,23586.87,23721.21
290,2023-03-01 04:50:00,23764.57,23718.08,23735.99
291,2023-03-01 04:51:00,23800.0,23717.08,23792.63
292,2023-03-01 04:52:00,23819.27,23750.28,23779.77
293,2023-03-01 04:53:00,23786.86,23765.71,23773.87
294,2023-03-01 04:54:00,23820.0,23772.6,23810.53
295,2023-03-01 04:55:00,23847.0,23797.24,23797.24
296,2023-03-01 04:56:00,23813.78,23766.49,23766.6
297,2023-03-01 04:57:00,23785.0,23764.59,23775.76
298,2023-03-01 04:58:00,23814.75,23773.27,23800.56
299,2023-03-01 04:59:00,23808.39,23782.56,23794.48
300,2023-03-01 05:00:00,23821.56,23788.37,23795.27
301,2023-03-01 05:01:00,23798.08,23770.65,23791.35
302,2023-03-01 05:02:00,23807.49,23780.0,23783.91
303,2023-03-01 05:03:00,23796.1,23764.25,23764.95
304,2023-03-01 05:04:00,23777.11,23749.17,23776.77
305,2023-03-01 05:05:00,23798.68,23773.6,23787.1
306,2023-03-01 05:06:00,23798.77,23783.0,23790.42
307,2023-03-01 05:07:00,23793.64,23773.47,23781.69
308,2023-03-01 05:08:00,23790.0,23771.96,23783.11
309,2023-03-01 05:09:00,23784.95,23761.61,23762.82
310,2023-03-01 05:10:00,23784.41,23759.97,23782.89
311,2023-03-01 05:11:00,23786.72,23774.05,23776.92
312,2023-03-01 05:12:00,23779.0,23761.2,23764.34
313,2023-03-01 05:13:00,23766.42,23748.21,23749.43
314,2023-03-01 05:14:00,23753.24,23727.79,23733.55
315,2023-03-01 05:15:00,23759.78,23729.64,23752.98
316,2023-03-01 05:16:00,23762.5,23746.93,23751.1
317,2023-03-01 05:17:00,23755.08,23724.32,23726.12
318,2023-03-01 05:18:00,23731.49,23710.08,23713.64
319,2023-03-01 05:19:00,23716.27,23676.24,23683.72
320,2023-03-01 05:20:00,23707.83,23680.72,23698.29
321,2023-03-01 05:21:00,23701.85,23649.35,23655.68
322,2023-03-01 05:22:00,23682.89,23652.01,23662.37
323,2023-03-01 05:23:00,23676.5,23646.16,23670.79
324,2023-03-01 05:24:00,23680.29,23651.92,23674.78
325,2023-03-01 05:25:00,23689.6,23672.51,23685.06
326,2023-03-01 05:26:00,23699.76,23652.03,23653.49
327,2023-03-01 05:27:00,23678.12,23651.87,23653.83
328,2023-03-01 05:28:00,23686.49,23649.96,23669.96
329,2023-03-01 05:29:00,23688.63,23668.4,23682.34
330,2023-03-01 05:30:00,23704.97,23682.34,23696.99
331,2023-03-01 05:31:00,23701.04,23670.84,23671.19
332,2023-03-01 05:32:00,23692.98,23668.0,23688.16
333,2023-03-01 05:33:00,23694.52,23664.1,23667.78
334,2023-03-01 05:34:00,23681.51,23666.15,23675.68
335,2023-03-01 05:35:00,23675.98,23633.51,23638.27
336,2023-03-01 05:36:00,23698.75,23631.97,23687.57
337,2023-03-01 05:37:00,23689.69,23667.8,23681.0
338,2023-03-01 05:38:00,23699.0,23677.43,23695.14
339,2023-03-01 05:39:00,23705.59,23694.0,23697.74
340,2023-03-01 05:40:00,23725.72,23694.13,23712.92
341,2023-03-01 05:41:00,23717.5,23703.59,23706.89
342,2023-03-01 05:42:00,23717.28,23700.01,23702.78
343,2023-03-01 05:43:00,23704.39,23660.52,23665.1
344,2023-03-01 05:44:00,23685.39,23661.83,23682.98
345,2023-03-01 05:45:00,23691.37,23674.0,23687.09
346,2023-03-01 05:46:00,23687.98,23652.42,23671.64
347,2023-03-01 05:47:00,23675.72,23663.6,23668.57
348,2023-03-01 05:48:00,23671.0,23659.38,23670.0
349,2023-03-01 05:49:00,23685.0,23665.26,23671.76
350,2023-03-01 05:50:00,23688.47,23666.99,23684.82
351,2023-03-01 05:51:00,23695.37,23681.93,23686.28
352,2023-03-01 05:52:00,23700.0,23681.14,23698.5
353,2023-03-01 05:53:00,23700.0,23684.62,23696.28
354,2023-03-01 05:54:00,23699.23,23685.27,23685.81
355,2023-03-01 05:55:00,23688.2,23673.64,23677.06
356,2023-03-01 05:56:00,23695.03,23673.34,23691.9
357,2023-03-01 05:57:00,23702.56,23691.27,23698.89
358,2023-03-01 05:58:00,23705.6,23686.0,23695.12
359,2023-03-01 05:59:00,23697.39,23688.85,23694.17
360,2023-03-01 06:00:00,23708.44,23693.78,23700.34
361,2023-03-01 06:01:00,23709.46,23689.18,23691.56
362,2023-03-01 06:02:00,23700.0,23681.17,23683.76
363,2023-03-01 06:03:00,23689.5,23676.96,23687.68
364,2023-03-01 06:04:00,23692.87,23672.0,23674.8
365,2023-03-01 06:05:00,23688.28,23671.3,23671.31
366,2023-03-01 06:06:00,23684.12,23666.0,23683.49
367,2023-03-01 06:07:00,23687.77,23679.26,23681.61
368,2023-03-01 06:08:00,23686.63,23675.92,23677.26
369,2023-03-01 06:09:00,23682.93,23668.0,23682.07
370,2023-03-01 06:10:00,23703.07,23676.54,23702.37
371,2023-03-01 06:11:00,23712.99,23700.6,23704.24
372,2023-03-01 06:12:00,23725.66,23701.61,23723.73
373,2023-03-01 06:13:00,23746.55,23719.9,23722.0
374,2023-03-01 06:14:00,23737.1,23704.04,23706.07
375,2023-03-01 06:15:00,23709.43,23695.52,23703.81
376,2023-03-01 06:16:00,23712.02,23692.62,23707.43
377,2023-03-01 06:17:00,23719.21,23704.64,23718.45
378,2023-03-01 06:18:00,23723.62,23713.4,23714.97
379,2023-03-01 06:19:00,23716.29,23694.49,23700.33
380,2023-03-01 06:20:00,23706.76,23692.65,23703.49
381,2023-03-01 06:21:00,23703.99,23696.46,23700.29
382,2023-03-01 06:22:00,23705.22,23696.14,23699.71
383,2023-03-01 06:23:00,23708.81,23690.0,23704.92
384,2023-03-01 06:24:00,23719.52,23701.0,23715.33
385,2023-03-01 06:25:00,23715.99,23700.2,23708.04
386,2023-03-01 06:26:00,23717.74,23706.56,23712.51
387,2023-03-01 06:27:00,23729.91,23711.03,23722.37
388,2023-03-01 06:28:00,23728.46,23719.85,23724.61
389,2023-03-01 06:29:00,23734.0,23723.43,23729.89
390,2023-03-01 06:30:00,23734.26,23705.3,23706.88
391,2023-03-01 06:31:00,23746.7,23704.26,23735.96
392,2023-03-01 06:32:00,23739.52,23725.25,23730.16
393,2023-03-01 06:33:00,23745.55,23727.51,23743.58
394,2023-03-01 06:34:00,23770.8,23741.29,23750.59
395,2023-03-01 06:35:00,23758.84,23720.0,23729.02
396,2023-03-01 06:36:00,23737.0,23721.6,23733.74
397,2023-03-01 06:37:00,23768.13,23731.85,23764.97
398,2023-03-01 06:38:00,23768.51,23748.91,23759.0
399,2023-03-01 06:39:00,23763.42,23744.7,23754.36
400,2023-03-01 06:40:00,23766.0,23744.47,23755.6
401,2023-03-01 06:41:00,23777.81,23754.7,23775.88
402,2023-03-01 06:42:00,23781.0,23763.36,23776.7
403,2023-03-01 06:43:00,23790.0,23773.64,23785.2
404,2023-03-01 06:44:00,23786.49,23769.7,23776.79
405,2023-03-01 06:45:00,23794.87,23772.63,23772.77
406,2023-03-01 06:46:00,23778.49,23761.61,23762.89
407,2023-03-01 06:47:00,23769.69,23731.28,23733.49
408,2023-03-01 06:48:00,23734.64,23706.0,23713.58
409,2023-03-01 06:49:00,23724.65,23702.27,23719.43
410,2023-03-01 06:50:00,23742.97,23711.29,23740.99
411,2023-03-01 06:51:00,23799.16,23739.85,23769.66
412,2023-03-01 06:52:00,23803.39,23769.3,23775.48
413,2023-03-01 06:53:00,23780.14,23765.81,23765.84
414,2023-03-01 06:54:00,23770.92,23735.12,23741.21
415,2023-03-01 06:55:00,23777.41,23740.0,23772.35
416,2023-03-01 06:56:00,23778.88,23751.86,23763.04
417,2023-03-01 06:57:00,23769.63,23752.98,23766.55
418,2023-03-01 06:58:00,23767.68,23748.03,23750.78
419,2023-03-01 06:59:00,23763.02,23748.83,23752.75
420,2023-03-01 07:00:00,23759.34,23750.18,23756.98
421,2023-03-01 07:01:00,23761.99,23746.43,23753.13
422,2023-03-01 07:02:00,23756.87,23744.36,23745.33
423,2023-03-01 07:03:00,23751.18,23728.39,23734.48
424,2023-03-01 07:04:00,23735.45,23715.0,23730.72
425,2023-03-01 07:05:00,23731.21,23705.0,23710.5
426,2023-03-01 07:06:00,23712.64,23691.84,23708.86
427,2023-03-01 07:07:00,23711.62,23690.55,23707.25
428,2023-03-01 07:08:00,23708.05,23690.48,23701.69
429,2023-03-01 07:09:00,23719.54,23681.0,23718.06
430,2023-03-01 07:10:00,23751.43,23713.57,23749.02
431,2023-03-01 07:11:00,23762.22,23739.56,23744.28
432,2023-03-01 07:12:00,23760.0,23737.08,23754.99
433,2023-03-01 07:13:00,23756.63,23740.49,23749.08
434,2023-03-01 07:14:00,23750.71,23740.09,23742.81
435,2023-03-01 07:15:00,23755.64,23730.73,23732.1
436,2023-03-01 07:16:00,23753.0,23728.63,23734.79
437,2023-03-01 07:17:00,23738.23,23716.69,23717.52
438,2023-03-01 07:18:00,23725.59,23706.23,23719.36
439,2023-03-01 07:19:00,23720.23,23706.8,23717.02
440,2023-03-01 07:20:00,23724.0,23710.87,23722.43
441,2023-03-01 07:21:00,23726.92,23717.7,23722.37
442,2023-03-01 07:22:00,23722.64,23709.0,23712.32
443,2023-03-01 07:23:00,23721.87,23709.42,23714.92
444,2023-03-01 07:24:00,23734.77,23713.62,23721.72
445,2023-03-01 07:25:00,23739.0,23716.99,23737.94
446,2023-03-01 07:26:00,23745.03,23731.26,23734.6
447,2023-03-01 07:27:00,23735.21,23715.52,23723.61
448,2023-03-01 07:28:00,23734.3,23716.3,23719.51
449,2023-03-01 07:29:00,23724.47,23713.26,23720.45
450,2023-03-01 07:30:00,23726.67,23717.02,23720.62
451,2023-03-01 07:31:00,23724.15,23715.0,23718.48
452,2023-03-01 07:32:00,23725.55,23714.99,23719.38
453,2023-03-01 07:33:00,23734.53,23716.03,23717.96
454,2023-03-01 07:34:00,23718.55,23701.91,23709.72
455,2023-03-01 07:35:00,23714.28,23701.42,23710.62
456,2023-03-01 07:36:00,23713.0,23703.47,23704.78
457,2023-03-01 07:37:00,23708.0,23695.69,23698.51
458,2023-03-01 07:38:00,23701.06,23692.99,23695.84
459,2023-03-01 07:39:00,23708.2,23693.2,23699.17
460,2023-03-01 07:40:00,23709.78,23697.9,23704.69
461,2023-03-01 07:41:00,23719.0,23703.21,23708.72
462,2023-03-01 07:42:00,23717.43,23705.57,23717.4
463,2023-03-01 07:43:00,23724.22,23711.15,23712.45
464,2023-03-01 07:44:00,23722.62,23708.37,23721.23
465,2023-03-01 07:45:00,23729.79,23712.25,23715.89
