,time,max,min,close
0,2023-03-01 00:00:00,23154.7,23130.25,23143.73
1,2023-03-01 00:01:00,23153.45,23139.15,23139.15
2,2023-03-01 00:02:00,23160.0,23138.54,23157.0
3,2023-03-01 00:03:00,23162.16,23153.85,23158.53
4,2023-03-01 00:04:00,23178.71,23158.14,23178.71
5,2023-03-01 00:05:00,23183.13,23168.44,23172.93
6,2023-03-01 00:06:00,23174.14,23150.04,23152.32
7,2023-03-01 00:07:00,23154.0,23134.26,23134.26
8,2023-03-01 00:08:00,23153.75,23134.26,23139.31
9,2023-03-01 00:09:00,23142.98,23118.56,23120.06
10,2023-03-01 00:10:00,23134.85,23116.07,23123.5
11,2023-03-01 00:11:00,23134.59,23116.47,23133.5
12,2023-03-01 00:12:00,23164.28,23133.16,23159.56
13,2023-03-01 00:13:00,23171.67,23155.02,23162.62
14,2023-03-01 00:14:00,23167.64,23153.21,23159.91
15,2023-03-01 00:15:00,23175.7,23159.17,23163.97
16,2023-03-01 00:16:00,23173.79,23158.02,23171.5
17,2023-03-01 00:17:00,23183.15,23170.79,23178.88
18,2023-03-01 00:18:00,23179.79,23169.18,23178.29
19,2023-03-01 00:19:00,23185.64,23176.06,23183.94
20,2023-03-01 00:20:00,23186.5,23172.16,23186.39
21,2023-03-01 00:21:00,23197.7,23183.83,23195.79
22,2023-03-01 00:22:00,23219.99,23194.35,23198.48
23,2023-03-01 00:23:00,23202.0,23187.28,23188.16
24,2023-03-01 00:24:00,23212.93,23186.35,23201.88
25,2023-03-01 00:25:00,23208.44,23182.88,23184.3
26,2023-03-01 00:26:00,23204.09,23184.09,23194.33
27,2023-03-01 00:27:00,23197.84,23185.5,23190.87
28,2023-03-01 00:28:00,23191.66,23177.04,23178.05
29,2023-03-01 00:29:00,23186.56,23165.6,23170.13
30,2023-03-01 00:30:00,23185.05,23166.68,23183.75
31,2023-03-01 00:31:00,23197.11,23180.0,23192.95
32,2023-03-01 00:32:00,23217.13,23188.28,23199.66
33,2023-03-01 00:33:00,23213.73,23197.52,23200.05
34,2023-03-01 00:34:00,23201.85,23191.81,23198.48
35,2023-03-01 00:35:00,23207.1,23191.88,23195.09
36,2023-03-01 00:36:00,23199.02,23178.33,23184.27
37,2023-03-01 00:37:00,23197.49,23178.28,23191.86
38,2023-03-01 00:38:00,23200.0,23191.01,23196.0
39,2023-03-01 00:39:00,23196.58,23179.67,23186.96
40,2023-03-01 00:40:00,23188.39,23176.87,23180.63
41,2023-03-01 00:41:00,23182.03,23175.61,23177.35
42,2023-03-01 00:42:00,23194.86,23176.38,23190.83
43,2023-03-01 00:43:00,23192.92,23151.33,23154.81
44,2023-03-01 00:44:00,23158.94,23140.5,23145.49
45,2023-03-01 00:45:00,23146.88,23133.09,23145.26
46,2023-03-01 00:46:00,23149.35,23132.66,23136.14
47,2023-03-01 00:47:00,23141.0,23125.0,23128.04
48,2023-03-01 00:48:00,23129.75,23112.0,23117.4
49,2023-03-01 00:49:00,23121.29,23088.0,23091.08
50,2023-03-01 00:50:00,23097.92,23050.01,23062.3
51,2023-03-01 00:51:00,23089.41,23054.41,23054.56
52,2023-03-01 00:52:00,23067.9,23043.73,23059.57
53,2023-03-01 00:53:00,23071.37,23023.0,23037.79
54,2023-03-01 00:54:00,23051.88,23026.31,23027.84
55,2023-03-01 00:55:00,23046.43,23020.03,23033.71
56,2023-03-01 00:56:00,23063.36,23026.7,23063.12
57,2023-03-01 00:57:00,23108.93,23057.44,23104.36
58,2023-03-01 00:58:00,23114.69,23084.0,23091.78
59,2023-03-01 00:59:00,23103.85,23083.94,23101.0
60,2023-03-01 01:00:00,23103.0,23076.11,23076.17
61,2023-03-01 01:01:00,23118.24,23075.14,23114.5
62,2023-03-01 01:02:00,23121.3,23107.24,23114.2
63,2023-03-01 01:03:00,23121.4,23100.21,23118.87
64,2023-03-01 01:04:00,23120.65,23104.45,23110.67
65,2023-03-01 01:05:00,23118.5,23094.27,23116.35
66,2023-03-01 01:06:00,23119.73,23112.25,23118.71
67,2023-03-01 01:07:00,23137.0,23117.0,23133.06
68,2023-03-01 01:08:00,23139.2,23125.04,23128.39
69,2023-03-01 01:09:00,23131.02,23111.9,23115.04
70,2023-03-01 01:10:00,23145.0,23114.33,23144.07
71,2023-03-01 01:11:00,23149.32,23135.69,23145.79
72,2023-03-01 01:12:00,23153.0,23137.22,23147.44
73,2023-03-01 01:13:00,23162.42,23144.68,23155.76
74,2023-03-01 01:14:00,23166.03,23152.39,23163.84
75,2023-03-01 01:15:00,23169.1,23149.12,23150.29
76,2023-03-01 01:16:00,23158.19,23147.21,23148.25
77,2023-03-01 01:17:00,23155.39,23130.01,23151.16
78,2023-03-01 01:18:00,23164.23,23148.98,23161.2
79,2023-03-01 01:19:00,23162.85,23132.0,23136.43
80,2023-03-01 01:20:00,23145.5,23135.27,23142.21
81,2023-03-01 01:21:00,23149.54,23139.91,23144.81
82,2023-03-01 01:22:00,23145.71,23123.01,23143.66
83,2023-03-01 01:23:00,23150.69,23139.6,23141.86
84,2023-03-01 01:24:00,23147.46,23140.0,23142.03
85,2023-03-01 01:25:00,23143.08,23131.08,23132.2
86,2023-03-01 01:26:00,23148.9,23131.5,23146.83
87,2023-03-01 01:27:00,23148.89,23135.5,23137.47
88,2023-03-01 01:28:00,23141.29,23135.5,23138.22
89,2023-03-01 01:29:00,23154.23,23135.51,23152.02
90,2023-03-01 01:30:00,23195.09,23150.12,23189.78
91,2023-03-01 01:31:00,23199.92,23187.89,23197.56
92,2023-03-01 01:32:00,23213.0,23184.76,23207.2
93,2023-03-01 01:33:00,23249.59,23204.12,23244.01
94,2023-03-01 01:34:00,23268.84,23230.0,23264.77
95,2023-03-01 01:35:00,23278.0,23216.63,23217.65
96,2023-03-01 01:36:00,23234.29,23214.14,23219.19
97,2023-03-01 01:37:00,23233.37,23210.01,23228.21
98,2023-03-01 01:38:00,23228.22,23212.08,23220.89
99,2023-03-01 01:39:00,23247.08,23211.17,23242.52
100,2023-03-01 01:40:00,23244.05,23216.77,23221.46
101,2023-03-01 01:41:00,23236.3,23218.21,23236.3
102,2023-03-01 01:42:00,23237.65,23217.59,23220.2
103,2023-03-01 01:43:00,23228.0,23210.0,23211.38
104,2023-03-01 01:44:00,23239.79,23209.43,23238.27
105,2023-03-01 01:45:00,23241.92,23224.5,23228.29
106,2023-03-01 01:46:00,23247.59,23226.06,23245.3
107,2023-03-01 01:47:00,23247.76,23237.34,23246.06
108,2023-03-01 01:48:00,23248.45,23234.0,23243.93
109,2023-03-01 01:49:00,23254.57,23242.23,23246.04
110,2023-03-01 01:50:00,23259.35,23238.27,23248.55
111,2023-03-01 01:51:00,23263.11,23240.41,23255.51
112,2023-03-01 01:52:00,23278.0,23252.99,23275.53
113,2023-03-01 01:53:00,23296.94,23262.72,23266.26
114,2023-03-01 01:54:00,23271.43,23248.39,23253.45
115,2023-03-01 01:55:00,23268.54,23241.82,23257.65
116,2023-03-01 01:56:00,23269.69,23250.35,23252.18
117,2023-03-01 01:57:00,23257.36,23231.29,23243.52
118,2023-03-01 01:58:00,23257.58,23232.93,23252.26
119,2023-03-01 01:59:00,23255.22,23241.04,23245.96
120,2023-03-01 02:00:00,23258.56,23245.64,23255.32
121,2023-03-01 02:01:00,23262.54,23254.0,23262.3
122,2023-03-01 02:02:00,23263.9,23246.4,23248.6
123,2023-03-01 02:03:00,23252.01,23238.42,23238.82
124,2023-03-01 02:04:00,23245.24,23237.2,23238.37
125,2023-03-01 02:05:00,23250.02,23236.78,23243.25
126,2023-03-01 02:06:00,23247.27,23235.8,23240.1
127,2023-03-01 02:07:00,23243.87,23237.15,23238.17
128,2023-03-01 02:08:00,23249.0,23235.64,23239.21
129,2023-03-01 02:09:00,23245.41,23237.47,23244.55
130,2023-03-01 02:10:00,23255.33,23240.0,23249.55
131,2023-03-01 02:11:00,23264.91,23245.35,23264.78
132,2023-03-01 02:12:00,23265.39,23254.97,23261.05
133,2023-03-01 02:13:00,23263.56,23249.63,23256.77
134,2023-03-01 02:14:00,23261.53,23248.1,23260.21
135,2023-03-01 02:15:00,23267.42,23256.68,23263.03
136,2023-03-01 02:16:00,23271.98,23260.14,23268.73
137,2023-03-01 02:17:00,23275.48,23266.5,23272.24
138,2023-03-01 02:18:00,23281.12,23268.76,23279.48
139,2023-03-01 02:19:00,23282.97,23276.09,23280.25
140,2023-03-01 02:20:00,23288.47,23279.11,23283.15
141,2023-03-01 02:21:00,23288.78,23280.05,23286.47
142,2023-03-01 02:22:00,23287.08,23270.0,23271.33
143,2023-03-01 02:23:00,23272.0,23252.0,23253.1
144,2023-03-01 02:24:00,23256.94,23244.7,23246.3
145,2023-03-01 02:25:00,23259.05,23245.79,23254.37
146,2023-03-01 02:26:00,23263.0,23253.53,23261.67
147,2023-03-01 02:27:00,23272.63,23261.67,23266.79
148,2023-03-01 02:28:00,23267.98,23258.67,23261.98
149,2023-03-01 02:29:00,23262.72,23240.3,23244.87
150,2023-03-01 02:30:00,23248.78,23235.82,23237.57
151,2023-03-01 02:31:00,23243.88,23235.67,23237.17
152,2023-03-01 02:32:00,23247.47,23234.2,23245.93
153,2023-03-01 02:33:00,23256.5,23244.98,23253.7
154,2023-03-01 02:34:00,23265.55,23241.48,23265.55
155,2023-03-01 02:35:00,23284.3,23262.24,23276.21
156,2023-03-01 02:36:00,23295.44,23271.87,23291.57
157,2023-03-01 02:37:00,23295.29,23287.88,23289.85
158,2023-03-01 02:38:00,23292.58,23276.41,23278.81
159,2023-03-01 02:39:00,23286.72,23268.22,23276.64
160,2023-03-01 02:40:00,23289.44,23274.29,23282.51
161,2023-03-01 02:41:00,23289.96,23278.91,23288.47
162,2023-03-01 02:42:00,23296.03,23287.35,23290.33
163,2023-03-01 02:43:00,23306.5,23289.51,23304.84
164,2023-03-01 02:44:00,23321.76,23289.63,23295.99
165,2023-03-01 02:45:00,23313.32,23294.12,23305.78
166,2023-03-01 02:46:00,23308.77,23298.5,23305.84
167,2023-03-01 02:47:00,23305.84,23288.78,23297.06
168,2023-03-01 02:48:00,23298.56,23290.58,23295.08
169,2023-03-01 02:49:00,23297.43,23288.5,23291.5
170,2023-03-01 02:50:00,23299.42,23290.55,23298.83
171,2023-03-01 02:51:00,23301.07,23292.0,23293.92
172,2023-03-01 02:52:00,23304.18,23291.84,23296.53
173,2023-03-01 02:53:00,23309.95,23292.13,23306.16
174,2023-03-01 02:54:00,23314.73,23301.08,23306.65
175,2023-03-01 02:55:00,23312.48,23300.0,23301.68
176,2023-03-01 02:56:00,23314.6,23301.17,23309.12
177,2023-03-01 02:57:00,23314.63,23306.28,23313.2
178,2023-03-01 02:58:00,23330.55,23312.65,23329.31
179,2023-03-01 02:59:00,23336.46,23321.16,23331.21
180,2023-03-01 03:00:00,23337.14,23315.77,23320.71
181,2023-03-01 03:01:00,23323.23,23308.94,23309.45
182,2023-03-01 03:02:00,23321.25,23308.94,23314.55
183,2023-03-01 03:03:00,23318.47,23306.22,23313.83
